from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
12217,12217,4,0,14700964,14700996
12217,12217,4,0,14700965,14700997
12217,12217,4,0,14700966,14700998
12217,12217,4,0,14700967,14700999
12217,12217,4,0,14700968,14701000
12217,12217,4,0,14700969,14701001
12217,12217,4,0,14700970,14701002
12217,12217,4,0,14700971,14701003
12217,12217,4,0,14700972,14701004
12217,12217,4,0,14701005,14701058
12217,12217,4,0,14701006,14701034
12217,12217,4,0,14701007,14701035
12217,12217,4,0,14701008,14701036
12217,12217,4,0,14701009,14701037
12217,12217,4,0,14701010,14701038
12217,12217,4,0,14701011,14701039
12217,12217,4,0,14701012,14701040
12217,12217,4,0,14701013,14701041
12217,12217,4,0,14701014,14701045
12217,12217,4,0,14701015,14701046
12217,12217,4,0,14701016,14701047
12217,12217,4,0,14701017,14701048
12217,12217,4,0,14701018,14701049
12217,12217,4,0,14701019,14701050
12217,12217,4,0,14701020,14701051
12217,12217,4,0,14701021,14701052
12217,12217,4,0,14701022,14701053
12217,12217,4,0,14701023,14701054
12217,12217,4,0,14701024,14701055
12217,12217,4,0,14701025,14701056
12217,12217,4,0,14701026,14701057
12217,12217,4,0,14701027,14701059
12217,12217,4,0,14701028,14701060
12217,12217,4,0,14701029,14701061
12217,12217,4,0,14701030,14701042
12217,12217,4,0,14701031,14701043
12217,12217,4,0,14701032,14701044
12217,12217,4,0,14701033,14701062
12217,12217,4,0,14742369,14742367
12217,12217,4,0,14742370,14742368
12220,12206,2,120,,
12227,8657,0,240,,
12227,8672,0,240,,
12227,8676,0,240,,
12227,8685,0,240,,
12227,8687,0,240,,
12227,8688,0,240,,
12227,8689,0,240,,
12227,8690,0,240,,
12227,8691,0,240,,
12227,8755,2,300,,
12228,12210,0,240,,
12228,12211,0,240,,
12228,12212,0,240,,
12228,3155,0,240,,
12228,3242,2,300,,
12229,12210,0,240,,
12229,12211,0,240,,
12229,12212,0,240,,
12229,3155,0,240,,
12230,11940,0,240,,
12230,11941,0,240,,
12230,11942,0,240,,
12230,11943,0,240,,
12230,12320,0,240,,
12231,11940,0,240,,
12231,11941,0,240,,
12231,11942,0,240,,
12231,11943,0,240,,
12231,12020,0,240,,
12231,12022,0,240,,
12231,12319,0,240,,
12231,12320,0,240,,
12231,12332,0,240,,
12232,12240,0,240,,
12232,12241,0,240,,
12232,12242,2,300,,
12233,12240,2,300,,
12233,12242,2,300,,
12234,11229,0,240,,
12234,12321,0,240,,
12234,12322,0,240,,
12234,12647,0,240,,
12234,3053,0,240,,
12234,3067,0,240,,
12234,3195,0,240,,
12234,3204,0,240,,
12234,3334,0,240,,
12234,3394,0,240,,
12234,3533,0,240,,
12234,3769,0,240,,
12234,3904,0,240,,
12234,3927,0,240,,
12234,7643,0,240,,
12235,11229,0,240,,
12235,12321,0,240,,
12235,12647,0,240,,
12235,3053,0,240,,
12235,3067,0,240,,
12235,3195,0,240,,
12235,3204,0,240,,
12235,3334,0,240,,
12235,3394,0,240,,
12235,3533,0,240,,
12235,3769,0,240,,
12235,3904,0,240,,
12235,3906,0,240,,
12235,3927,0,240,,
12235,7643,0,240,,
12239,12208,0,240,,
12240,12233,2,300,,
12241,12232,0,240,,
12241,12233,0,240,,
12241,12240,2,360,,
12242,12233,2,360,,
12242,12242,0,240,,
12264,3984,0,240,,
12264,9178,0,240,,
12267,3315,2,300,,
12267,3331,0,240,,
12272,3315,2,300,,
12272,3331,0,240,,
12277,3314,2,300,,
12277,3333,0,240,,
12291,3633,2,300,,
12291,3656,2,300,,
12293,7167,2,300,,
1231,11588,0,240,,
1231,11589,0,240,,
1231,11606,0,240,,
1231,8044,2,300,,
1231,8073,2,300,,
1231,8754,2,300,,
1231,8763,2,300,,
12318,1387,2,300,,
12318,1482,0,240,,
12318,1709,0,240,,
12318,2742,2,300,,
12318,8139,0,240,,
12318,963,0,240,,
12330,415,2,300,,
12331,12823,2,420,,
12331,4494,2,420,,
12345,3376,0,240,,
12348,1013,2,300,,
12348,11429,0,240,,
12349,10827,2,300,,
12349,4065,2,360,,
12375,12375,0,240,,
12375,8535,2,300,,
12381,12381,4,0,14724694,14724725
12381,12381,4,0,14724695,14724726
12381,12381,4,0,14724696,14724727
12381,12381,4,0,14724697,14724728
12381,12381,4,0,14724698,14724729
12381,12381,4,0,14724699,14724730
12381,12381,4,0,14724700,14724731
12381,12381,4,0,14724701,14724732
12381,12381,4,0,14724702,14724733
12381,12381,4,0,14724703,14724734
12381,12381,4,0,14724704,14724735
12381,12381,4,0,14724705,14724736
12381,12381,4,0,14724706,14724737
12381,12381,4,0,14724707,14724738
12381,12381,4,0,14724708,14724739
12381,12381,4,0,14724709,14724740
12381,12381,4,0,14724710,14724741
12381,12381,4,0,14724711,14724742
12381,12381,4,0,14724712,14724743
12381,12381,4,0,14724713,14724719
12381,12381,4,0,14724714,14724720
12381,12381,4,0,14724715,14724721
12381,12381,4,0,14724716,14724722
12381,12381,4,0,14724717,14724723
12381,12381,4,0,14724718,14724724
12381,12381,4,0,14724744,14724764
12381,12381,4,0,14724745,14724765
12381,12381,4,0,14724746,14724766
12381,12381,4,0,14724747,14724767
12381,12381,4,0,14724748,14724768
12381,12381,4,0,14724749,14724769
12381,12381,4,0,14724750,14724770
12381,12381,4,0,14724751,14724771
12381,12381,4,0,14724752,14724773
12381,12381,4,0,14724753,14724774
12381,12381,4,0,14724754,14724775
12381,12381,4,0,14724755,14724776
12381,12381,4,0,14724756,14724777
12381,12381,4,0,14724757,14724778
12381,12381,4,0,14724758,14724779
12381,12381,4,0,14724759,14724780
12381,12381,4,0,14724760,14724781
12381,12381,4,0,14724761,14724782
12381,12381,4,0,14724762,14724783
12381,12381,4,0,14724763,14724772
12381,12381,4,0,14724784,14724809
12381,12381,4,0,14724785,14724810
12381,12381,4,0,14724786,14724811
12381,12381,4,0,14724787,14724812
12381,12381,4,0,14724788,14724813
12381,12381,4,0,14724789,14724814
12381,12381,4,0,14724790,14724815
12381,12381,4,0,14724791,14724816
12381,12381,4,0,14724792,14724817
12381,12381,4,0,14724793,14724818
12381,12381,4,0,14724794,14724819
12381,12381,4,0,14724795,14724820
12381,12381,4,0,14724796,14724821
12381,12381,4,0,14724797,14724803
12381,12381,4,0,14724798,14724804
12381,12381,4,0,14724799,14724805
12381,12381,4,0,14724800,14724806
12381,12381,4,0,14724801,14724807
12381,12381,4,0,14724802,14724808
12381,12381,4,0,14735589,14735592
12381,12381,4,0,14735591,14735593
12381,12381,4,0,14742761,14742762
12381,12381,4,0,14742765,14724726
12381,12381,4,0,14900153,14900154
12382,12382,4,0,14724822,14724860
12382,12382,4,0,14724823,14724861
12382,12382,4,0,14724824,14724862
12382,12382,4,0,14724825,14724863
12382,12382,4,0,14724826,14724864
12382,12382,4,0,14724827,14724866
12382,12382,4,0,14724828,14724868
12382,12382,4,0,14724829,14724867
12382,12382,4,0,14724830,14724869
12382,12382,4,0,14724831,14724870
12382,12382,4,0,14724832,14724871
12382,12382,4,0,14724833,14724872
12382,12382,4,0,14724834,14724873
12382,12382,4,0,14724835,14724874
12382,12382,4,0,14724836,14724849
12382,12382,4,0,14724837,14724850
12382,12382,4,0,14724838,14724851
12382,12382,4,0,14724839,14724865
12382,12382,4,0,14724840,14724853
12382,12382,4,0,14724841,14724854
12382,12382,4,0,14724842,14724855
12382,12382,4,0,14724843,14724856
12382,12382,4,0,14724844,14724859
12382,12382,4,0,14724845,14724857
12382,12382,4,0,14724846,14724858
12382,12382,4,0,14724847,14724852
12382,12382,4,0,14724848,14724875
12382,12382,4,0,14724876,14724909
12382,12382,4,0,14724877,14724910
12382,12382,4,0,14724878,14724911
12382,12382,4,0,14724879,14724912
12382,12382,4,0,14724880,14724913
12382,12382,4,0,14724881,14724914
12382,12382,4,0,14724882,14724915
12382,12382,4,0,14724883,14724896
12382,12382,4,0,14724884,14724897
12382,12382,4,0,14724885,14724898
12382,12382,4,0,14724886,14724899
12382,12382,4,0,14724887,14724900
12382,12382,4,0,14724888,14724901
12382,12382,4,0,14724889,14724902
12382,12382,4,0,14724890,14724903
12382,12382,4,0,14724891,14724904
12382,12382,4,0,14724892,14724905
12382,12382,4,0,14724893,14724906
12382,12382,4,0,14724894,14724907
12382,12382,4,0,14724895,14724908
12382,12382,4,0,14724916,14724948
12382,12382,4,0,14724917,14724937
12382,12382,4,0,14724918,14724938
12382,12382,4,0,14724919,14724939
12382,12382,4,0,14724920,14724940
12382,12382,4,0,14724921,14724941
12382,12382,4,0,14724922,14724942
12382,12382,4,0,14724923,14724943
12382,12382,4,0,14724924,14724944
12382,12382,4,0,14724925,14724945
12382,12382,4,0,14724926,14724946
12382,12382,4,0,14724927,14724947
12382,12382,4,0,14724928,14724949
12382,12382,4,0,14724929,14724950
12382,12382,4,0,14724930,14724951
12382,12382,4,0,14724931,14724952
12382,12382,4,0,14724932,14724953
12382,12382,4,0,14724933,14724935
12382,12382,4,0,14724934,14724936
12382,12382,4,0,14735596,14735599
12382,12382,4,0,14735597,14735600
12382,12382,4,0,14735598,14724852
12382,12382,4,0,14742763,14742764
12382,12382,4,0,14900149,14900150
12382,12382,4,0,14900151,14900152
12382,12382,4,0,14900155,14900152
12386,11739,2,300,,
12392,12886,2,300,,
12395,6095,2,300,,
12406,1173,2,300,,
12406,12405,0,240,,
12406,12409,0,240,,
12406,12410,2,300,,
12406,12411,2,360,,
12406,2414,2,300,,
12406,2523,2,300,,
12406,2671,2,300,,
12406,2761,2,300,,
12406,2833,2,300,,
12406,8049,0,240,,
12406,8068,0,240,,
12409,1173,2,300,,
12409,12405,0,240,,
12409,12409,0,240,,
12409,12410,0,240,,
12409,12411,0,240,,
12409,2016,2,300,,
12409,2414,2,300,,
12409,2523,2,300,,
12409,2671,0,240,,
12409,2761,2,300,,
12409,2833,0,240,,
12409,8049,0,240,,
12409,8068,0,240,,
1242,2739,2,300,,
1242,437,2,600,,
1242,951,0,240,,
12427,12427,0,240,,
12437,7106,2,360,,
12437,7108,2,300,,
12437,7140,0,240,,
1244,2739,2,300,,
12464,12464,0,240,,
12478,10148,2,300,,
12478,9547,2,300,,
12497,12497,0,240,,
12497,5382,2,300,,
12498,12498,0,240,,
12498,7658,0,240,,
12498,7727,0,240,,
12498,7743,0,240,,
12498,7827,0,240,,
12498,8024,2,120,,
12498,8029,2,120,,
12499,12499,0,240,,
12516,11331,2,360,,
12516,13056,2,300,,
12535,1016,2,120,,
12535,11272,2,360,,
12535,11706,2,360,,
12535,12535,0,240,,
12535,4494,2,300,,
12535,4495,2,300,,
12535,4883,2,420,,
12535,8041,2,480,,
12535,9129,0,240,,
12535,985,0,240,,
12536,12536,0,240,,
12536,9479,2,240,,
1254,1079,0,240,,
1254,1130,0,240,,
1254,12667,2,300,,
1254,709,0,240,,
12546,6734,2,300,,
12548,11088,2,300,,
12548,11278,2,360,,
12548,11357,2,300,,
12548,12764,2,300,,
12556,695,2,300,,
12556,8045,2,300,,
12556,8072,2,300,,
12567,11697,2,540,,
12567,11874,2,300,,
12567,11876,2,300,,
12567,12567,0,240,,
12567,8750,2,300,,
12567,8759,2,300,,
12579,6508,2,300,,
12579,6545,2,300,,
1258,2000,0,240,,
1258,2035,0,240,,
12580,7768,0,240,,
12580,7777,0,240,,
12580,8025,2,120,,
12580,8028,2,120,,
12586,11282,2,300,,
12586,11283,2,300,,
12586,12975,2,360,,
12586,627,2,360,,
12596,12581,2,360,,
12600,11792,2,420,,
12600,11793,2,420,,
12600,11794,2,420,,
12600,12057,2,300,,
12600,12358,0,240,,
12600,12359,0,240,,
12600,12360,2,300,,
12600,12361,2,300,,
12600,12362,0,240,,
12600,12363,0,240,,
12602,181,2,300,,
12625,301,2,300,,
12625,378,2,360,,
12625,646,2,300,,
12626,12168,0,240,,
12626,12625,2,360,,
12626,301,2,360,,
12626,646,2,300,,
12631,1031,2,300,,
12631,1116,2,300,,
12632,1031,2,300,,
12632,1116,2,300,,
12636,12639,2,360,,
12636,7745,2,300,,
12636,7804,2,300,,
12637,10300,2,300,,
12637,10308,2,300,,
12639,12639,0,240,,
12640,12640,0,240,,
12650,9720,0,240,,
1266,2225,2,360,,
12664,155,2,300,,
12664,256,0,240,,
12665,1160,2,300,,
12665,1186,2,300,,
12665,1187,2,360,,
12665,12666,2,360,,
12666,1160,2,300,,
12666,1186,2,300,,
12666,1187,0,240,,
12666,12666,0,240,,
12667,1079,0,240,,
12667,1130,2,300,,
12667,1254,2,300,,
12667,12667,0,240,,
12667,659,2,300,,
12667,709,0,240,,
12668,12134,2,300,,
12668,12668,0,240,,
12668,650,2,300,,
12668,718,0,240,,
12668,797,2,300,,
12669,13043,2,300,,
12669,761,2,300,,
12671,12663,2,300,,
12671,12671,0,240,,
12671,297,0,240,,
12671,381,2,300,,
12672,13043,2,300,,
12672,761,0,240,,
12673,10893,2,300,,
12681,12375,2,360,,
12681,12948,2,360,,
12681,4496,2,420,,
12681,8040,2,360,,
12681,8535,2,300,,
12682,12686,2,360,,
12682,12687,2,300,,
12682,4186,2,300,,
12683,11639,2,300,,
12686,4212,2,360,,
12693,10865,0,240,,
12693,10866,2,120,,
12693,10867,0,240,,
12693,4242,0,240,,
12693,4459,0,240,,
12693,4471,0,240,,
12693,4568,0,240,,
12693,8037,0,240,,
12693,989,0,240,,
12696,4830,2,300,,
12716,11243,2,300,,
12716,11247,2,360,,
12716,11295,2,300,,
12716,11707,2,300,,
12716,12716,0,240,,
12716,6512,2,300,,
12716,6753,0,240,,
12717,11243,2,300,,
12717,11247,2,360,,
12717,11295,2,300,,
12717,11707,2,300,,
12717,12716,0,240,,
12717,6512,2,300,,
12717,6753,0,240,,
12721,11403,2,300,,
12721,329,2,300,,
12721,9136,0,240,,
12735,12735,0,240,,
12735,12736,0,240,,
12736,12735,0,240,,
12738,12738,0,240,,
12749,12822,2,360,,
12749,2120,2,300,,
12749,857,2,360,,
12749,887,2,300,,
1276,122,2,300,,
1276,1510,2,300,,
12760,142,2,300,,
12760,2153,2,300,,
12761,12761,0,240,,
12764,11227,2,360,,
12764,11278,2,360,,
12764,11279,2,300,,
12764,12548,2,300,,
12764,12764,0,240,,
12791,12791,0,240,,
12791,9136,2,480,,
12793,10886,0,240,,
12793,10887,0,240,,
12793,10888,0,240,,
12793,10889,0,240,,
12793,10890,0,240,,
12793,10892,0,240,,
12793,12655,0,240,,
12793,12793,0,240,,
12794,12794,0,240,,
12794,4961,2,300,,
12794,4962,2,300,,
12794,4972,2,300,,
12804,11475,2,480,,
12810,12810,0,240,,
12815,12815,0,240,,
12816,361,2,300,,
12818,10814,2,300,,
12826,12826,0,240,,
12826,12827,2,300,,
12826,1393,2,300,,
12826,1394,0,240,,
12826,1858,2,300,,
12827,10071,2,300,,
12827,12826,2,300,,
12827,1393,2,300,,
12827,1394,2,300,,
12866,10799,2,300,,
12866,11280,2,300,,
12866,11281,2,300,,
12866,423,0,240,,
12867,959,2,300,,
12869,12869,0,240,,
12869,1379,2,300,,
12869,63,0,240,,
12873,1327,2,480,,
12873,1329,0,240,,
12873,1337,2,540,,
12873,7025,2,300,,
12886,12392,2,300,,
12891,12134,2,300,,
12891,12668,2,300,,
12891,650,0,240,,
12891,717,0,240,,
12891,718,2,300,,
12898,12900,0,240,,
12898,12901,0,240,,
12898,12902,0,240,,
12898,12950,0,240,,
12898,12951,0,240,,
12898,12952,0,240,,
12898,12953,0,240,,
12898,12954,0,240,,
12898,12955,0,240,,
12898,12956,0,240,,
12898,12957,0,240,,
12900,12900,0,240,,
12900,12901,0,240,,
12900,12902,0,240,,
12900,12950,0,240,,
12900,12952,0,240,,
12900,12955,0,240,,
12900,12956,0,240,,
12900,12957,0,240,,
12901,12900,0,240,,
12901,12901,0,240,,
12901,12902,0,240,,
12901,12950,0,240,,
12901,12951,0,240,,
12901,12952,0,240,,
12901,12953,0,240,,
12901,12954,0,240,,
12901,12955,0,240,,
12901,12956,0,240,,
12901,12957,0,240,,
12902,12900,0,240,,
12902,12901,0,240,,
12902,12902,0,240,,
12902,12950,0,240,,
12902,12951,0,240,,
12902,12952,0,240,,
12902,12953,0,240,,
12902,12954,0,240,,
12902,12955,0,240,,
12902,12956,0,240,,
12902,12957,0,240,,
12935,3218,2,300,,
12938,5065,2,360,,
12939,4846,2,300,,
12943,4961,2,300,,
12943,4972,2,300,,
12944,5557,2,300,,
12944,5628,2,360,,
12945,5557,2,360,,
12945,5628,2,360,,
12946,8366,0,240,,
12946,8367,0,240,,
12946,8368,2,360,,
12946,8412,0,240,,
12946,8417,2,360,,
12947,8366,0,240,,
12947,8367,0,240,,
12947,8368,2,360,,
12947,8412,0,240,,
12947,8417,2,360,,
12951,12900,0,240,,
12951,12901,0,240,,
12951,12902,0,240,,
12951,12950,0,240,,
12951,12951,0,240,,
12951,12952,0,240,,
12951,12953,0,240,,
12951,12954,0,240,,
12951,12955,0,240,,
12951,12956,0,240,,
12951,12957,0,240,,
12952,12900,0,240,,
12952,12901,0,240,,
12952,12950,0,240,,
12952,12951,0,240,,
12952,12953,0,240,,
12952,12954,0,240,,
12952,12955,0,240,,
12952,12956,0,240,,
12952,12957,0,240,,
12955,12900,0,240,,
12955,12901,0,240,,
12955,12902,0,240,,
12955,12950,0,240,,
12955,12951,0,240,,
12955,12952,0,240,,
12955,12953,0,240,,
12955,12954,0,240,,
12955,12955,0,240,,
12955,12956,0,240,,
12955,12957,0,240,,
12956,12900,0,240,,
12956,12901,0,240,,
12956,12902,0,240,,
12956,12950,0,240,,
12956,12951,0,240,,
12956,12952,0,240,,
12956,12953,0,240,,
12956,12954,0,240,,
12956,12955,0,240,,
12956,12956,0,240,,
12956,12957,0,240,,
12958,11016,2,180,,
12958,114,0,240,,
12960,11088,2,300,,
12960,11278,2,300,,
12960,11279,2,300,,
12960,11357,2,300,,
12960,12764,2,300,,
12960,932,2,420,,
12963,11697,2,600,,
12963,11874,2,360,,
12963,11876,2,300,,
12963,12567,2,300,,
12963,8750,2,360,,
12963,8759,2,360,,
12971,12971,0,240,,
12972,12972,0,240,,
12972,1875,0,240,,
12974,10812,2,300,,
12974,151,0,240,,
12975,11283,2,360,,
12975,11354,2,360,,
12975,12586,2,360,,
12975,160,2,300,,
12982,667,0,240,,
12982,702,0,240,,
1300,10374,2,420,,
1300,10926,2,480,,
13003,10966,2,360,,
13003,10967,2,360,,
13007,11292,2,300,,
13007,11293,2,300,,
13007,6630,2,360,,
1301,892,0,240,,
1301,9051,0,240,,
1301,924,0,240,,
13013,11704,0,240,,
13013,5436,0,240,,
13013,5542,2,300,,
13013,5543,2,420,,
13013,6139,0,240,,
13013,6174,0,240,,
13013,6195,2,420,,
13013,6340,2,420,,
13013,8854,0,240,,
13016,13016,4,0,14712460,14712489
13016,13016,4,0,14712461,14712490
13016,13016,4,0,14712462,14712491
13016,13016,4,0,14712463,14712492
13016,13016,4,0,14712464,14712493
13016,13016,4,0,14712465,14712494
13016,13016,4,0,14712466,14712495
13016,13016,4,0,14712467,14712496
13016,13016,4,0,14712468,14712497
13016,13016,4,0,14712469,14712498
13016,13016,4,0,14712470,14712499
13016,13016,4,0,14712471,14712500
13016,13016,4,0,14712472,14712501
13016,13016,4,0,14712473,14712502
13016,13016,4,0,14712474,14712503
13016,13016,4,0,14712475,14712504
13016,13016,4,0,14712476,14712505
13016,13016,4,0,14712477,14712506
13016,13016,4,0,14712478,14712507
13016,13016,4,0,14712479,14712508
13016,13016,4,0,14712480,14712509
13016,13016,4,0,14712481,14712510
13016,13016,4,0,14712482,14712511
13016,13016,4,0,14712483,14712512
13016,13016,4,0,14712484,14712513
13016,13016,4,0,14712485,14712514
13016,13016,4,0,14712486,14712515
13016,13016,4,0,14712487,14712516
13016,13016,4,0,14712488,14712517
13016,13016,4,0,14712518,14712543
13016,13016,4,0,14712519,14712544
13016,13016,4,0,14712520,14712545
13016,13016,4,0,14712521,14712546
13016,13016,4,0,14712522,14712547
13016,13016,4,0,14712523,14712548
13016,13016,4,0,14712524,14712549
13016,13016,4,0,14712525,14712550
13016,13016,4,0,14712526,14712551
13016,13016,4,0,14712527,14712552
13016,13016,4,0,14712528,14712553
13016,13016,4,0,14712529,14712554
13016,13016,4,0,14712530,14712555
13016,13016,4,0,14712531,14712556
13016,13016,4,0,14712532,14712557
13016,13016,4,0,14712533,14712558
13016,13016,4,0,14712534,14712559
13016,13016,4,0,14712535,14712560
13016,13016,4,0,14712536,14712561
13016,13016,4,0,14712537,14712562
13016,13016,4,0,14712538,14712563
13016,13016,4,0,14712539,14712564
13016,13016,4,0,14712540,14712565
13016,13016,4,0,14712541,14712566
13016,13016,4,0,14712542,14712567
13016,13016,4,0,14712568,14712591
13016,13016,4,0,14712569,14712592
13016,13016,4,0,14712570,14712593
13016,13016,4,0,14712571,14712594
13016,13016,4,0,14712572,14712595
13016,13016,4,0,14712573,14712596
13016,13016,4,0,14712574,14712597
13016,13016,4,0,14712575,14712598
13016,13016,4,0,14712576,14712599
13016,13016,4,0,14712577,14712600
13016,13016,4,0,14712578,14712601
13016,13016,4,0,14712579,14712602
13016,13016,4,0,14712580,14712603
13016,13016,4,0,14712581,14712604
13016,13016,4,0,14712582,14712605
13016,13016,4,0,14712583,14712606
13016,13016,4,0,14712584,14712607
13016,13016,4,0,14712585,14712608
13016,13016,4,0,14712586,14712609
13016,13016,4,0,14712587,14712610
13016,13016,4,0,14712588,14712611
13016,13016,4,0,14712589,14712612
13016,13016,4,0,14712590,14712613
13018,5975,0,240,,
13037,3723,2,480,,
13039,76,2,540,,
13039,9307,2,300,,
13043,12669,0,240,,
13043,12672,2,300,,
13043,195,2,300,,
13043,811,2,300,,
13044,5298,2,300,,
13047,5975,2,120,,
13052,5776,2,300,,
13056,12516,2,360,,
13069,12777,2,300,,
13069,13069,0,240,,
1307,1151,2,360,,
1307,1202,2,360,,
13075,3159,2,180,,
13077,11292,2,300,,
13077,11293,2,360,,
13077,11387,2,360,,
13077,11388,2,300,,
13077,6630,2,300,,
1308,1537,0,240,,
1308,1576,0,240,,
13090,10352,2,120,,
13090,12818,2,120,,
13101,13101,0,240,,
13101,4608,0,240,,
13106,358,0,240,,
13106,359,0,240,,
1312,11007,0,240,,
1312,11011,0,240,,
1316,655,0,240,,
1316,713,0,240,,
1320,1320,0,240,,
1320,1343,2,300,,
1320,1996,0,240,,
1320,2039,0,240,,
1327,12873,2,480,,
1327,1327,0,240,,
1327,2160,2,600,,
1327,2227,2,540,,
1329,12873,0,240,,
1329,2160,2,300,,
1329,2227,0,240,,
1329,7025,2,360,,
1330,1330,0,240,,
1334,6958,2,480,,
1334,6992,2,480,,
1336,1336,0,240,,
1337,12873,2,540,,
1337,1337,0,240,,
1337,2160,2,600,,
1337,2227,2,480,,
1340,1340,0,240,,
1343,1996,0,240,,
1343,2039,2,300,,
1347,655,0,240,,
1347,713,0,240,,
1350,11007,0,240,,
1350,11011,0,240,,
1354,1537,0,240,,
1354,1576,0,240,,
1355,1151,0,240,,
1355,1202,0,240,,
1361,892,0,240,,
1361,9051,0,240,,
1361,924,0,240,,
1362,10374,2,480,,
1362,10926,2,480,,
1379,12869,2,300,,
1379,1379,0,240,,
1379,397,0,240,,
1387,12318,2,300,,
1387,1387,0,240,,
1387,1482,0,240,,
1387,1709,0,240,,
1387,2742,0,240,,
1387,8139,2,300,,
1387,963,2,300,,
1391,12777,2,300,,
1391,13069,2,300,,
1391,1391,0,240,,
1391,2769,0,240,,
1393,1393,0,240,,
1393,1394,2,360,,
1401,11697,2,540,,
1401,11874,2,360,,
1401,11876,2,300,,
1401,1401,0,240,,
1401,8750,2,360,,
1401,8759,2,360,,
1409,1462,0,240,,
1410,2553,0,240,,
1410,9125,0,240,,
1411,1411,0,240,,
1413,1413,0,240,,
1413,3101,2,300,,
1423,2472,0,240,,
1423,8644,0,240,,
1429,11911,0,240,,
1429,2326,0,240,,
1430,11682,2,300,,
1430,2263,0,240,,
1442,11682,0,240,,
1442,1442,0,240,,
1442,2263,0,240,,
1443,1430,2,300,,
1443,1443,0,240,,
1444,11911,0,240,,
1444,2326,0,240,,
1451,2472,2,300,,
1457,1416,0,240,,
1457,1457,0,240,,
1457,2788,0,240,,
1459,1413,2,360,,
1461,2553,0,240,,
1461,9125,0,240,,
1469,1557,2,300,,
1478,1478,0,240,,
1482,12318,0,240,,
1482,1387,0,240,,
1482,1482,0,240,,
1482,1709,0,240,,
1482,2742,0,240,,
1482,8139,0,240,,
1482,963,0,240,,
1487,1487,0,240,,
1509,124,0,240,,
151,12974,0,240,,
151,1988,0,240,,
1510,122,2,300,,
1510,1276,2,300,,
1514,1039,0,240,,
1514,1108,0,240,,
1519,210,0,240,,
1519,9124,0,240,,
1522,341,2,300,,
1522,460,0,240,,
1530,169,0,240,,
1530,248,0,240,,
1533,789,0,240,,
1533,847,0,240,,
1537,1308,0,240,,
1537,1354,0,240,,
1544,1061,0,240,,
1544,1086,0,240,,
1546,1692,0,240,,
1546,1728,0,240,,
155,11622,0,240,,
155,11632,0,240,,
155,12664,2,300,,
155,255,0,240,,
1550,1550,0,240,,
1550,1563,0,240,,
1550,1793,0,240,,
1553,1559,2,300,,
1554,1554,0,240,,
1554,1558,0,240,,
1555,1404,0,240,,
1557,1557,0,240,,
1558,1558,0,240,,
1561,1552,0,240,,
1561,1561,0,240,,
1561,2745,0,240,,
1563,1550,0,240,,
1563,1793,0,240,,
1567,1692,0,240,,
1567,1728,0,240,,
1570,1061,0,240,,
1570,1086,0,240,,
1572,695,0,240,,
1572,8045,0,240,,
1572,8072,0,240,,
1576,1308,0,240,,
1576,1354,0,240,,
1580,789,0,240,,
1580,847,0,240,,
1583,169,0,240,,
1583,248,0,240,,
1586,10799,0,240,,
1586,11280,2,300,,
1586,11281,2,300,,
1586,423,0,240,,
1589,341,2,300,,
1589,460,0,240,,
1592,210,0,240,,
1592,9124,0,240,,
1596,1039,0,240,,
1596,1108,0,240,,
160,11282,2,300,,
160,11283,2,300,,
160,12975,2,300,,
160,627,0,240,,
1604,10969,0,240,,
1604,1504,2,300,,
1604,313,2,360,,
1604,366,2,360,,
1614,11792,2,480,,
1614,11793,2,480,,
1614,11794,2,420,,
1617,1137,0,240,,
1617,1190,0,240,,
1622,2028,0,240,,
1622,9987,0,240,,
1633,12691,2,300,,
1633,1633,0,240,,
1633,1668,2,300,,
1641,1641,0,240,,
1641,2010,2,300,,
1642,1660,0,240,,
1643,1659,0,240,,
1643,9989,0,240,,
1648,1160,0,240,,
1648,1186,0,240,,
1648,1187,0,240,,
1648,12666,2,300,,
165,11020,0,240,,
165,11500,0,240,,
1659,1643,0,240,,
1659,1659,0,240,,
1659,2023,0,240,,
1659,9989,0,240,,
1660,12183,0,240,,
1660,1642,0,240,,
1660,1660,0,240,,
1663,1640,2,300,,
1664,1638,2,300,,
1664,1664,0,240,,
1679,2028,0,240,,
1679,9987,0,240,,
1683,1137,0,240,,
1683,1190,0,240,,
1685,11674,2,300,,
1685,1736,2,120,,
1685,8047,0,240,,
1685,8070,0,240,,
169,1530,0,240,,
169,1583,0,240,,
1692,1546,0,240,,
1692,1567,0,240,,
1697,906,0,240,,
1697,911,0,240,,
1708,1711,0,240,,
1709,12318,0,240,,
1709,1387,0,240,,
1709,1482,0,240,,
1709,2742,2,120,,
1709,8139,0,240,,
1709,963,0,240,,
1721,906,0,240,,
1721,911,0,240,,
1728,1546,0,240,,
1728,1567,0,240,,
1736,10921,0,240,,
1736,11674,0,240,,
1736,1685,0,240,,
1736,1801,0,240,,
1736,8047,0,240,,
1736,8070,0,240,,
1736,8563,0,240,,
1743,11323,0,240,,
1743,1743,0,240,,
1743,2760,0,240,,
1754,1754,0,240,,
1754,2110,2,360,,
1754,2123,0,240,,
1754,908,0,240,,
176,12822,2,360,,
176,2120,0,240,,
176,857,2,360,,
